,logFC,AveExpr,t,P.Value,adj.P.Val,B
DEPDC1B,0.413949366709603,1.75975874292094,1.12749868398355,0.269247106242612,0.354248262901328,-6.31473571685583
SLC9B1,-0.459657823838319,1.1716864835916,-1.12599347685074,0.269872715189528,0.355047077911358,-6.31640011888701
CATSPERE,-0.406022809227624,2.78851570405113,-1.12581353099731,0.269947576396821,0.355121264282803,-6.31659896073058
LOC730098,-0.376904142580449,1.58086747018164,-1.12560344302228,0.27003499636502,0.3552119606649,-6.31683107325548
CDX2,-0.293647199001794,0.208427383426154,-1.12506968684851,0.270257190442553,0.35547991832636,-6.31742060813598
NANOS1,-0.40026871953682,1.01938766980073,-1.12452381518547,0.270484564779523,0.355754652656929,-6.31802326100541
KRT15,-0.544100960860708,0.329336096047698,-1.12447404874681,0.270505301094672,0.355757587463747,-6.31807819085616
HROB,-0.321282570383096,3.35746653623712,-1.12288082584453,0.271169761265814,0.356607063433564,-6.31983554412412
CRB2,0.31606923925539,0.329336096047698,1.12275340207706,0.271222954783823,0.356652620090219,-6.31997599670552
FBXO8,-0.255022118938683,8.58519276474668,-1.12262331790023,0.271277266679221,0.356699641057932,-6.32011936672646
SMTNL1,-0.265592559575321,0.26155043105935,-1.12170187824618,0.271662205196706,0.357181363350203,-6.32113448181409
CMTM5,-0.300896768737376,0.450924675760373,-1.12115640373587,0.271890267265292,0.357456772767233,-6.32173505219953
SEC14L6,-0.53583230784154,1.96350572107064,-1.1210996180029,0.271914017240668,0.35746355179512,-6.32179755828794
C11orf86,-0.235947023912546,0.247238793153183,-1.12038949143309,0.272211146010685,0.357801643056016,-6.32257897617963
MATN4,-0.235947023912546,0.247238793153183,-1.12038949143308,0.272211146010686,0.357801643056016,-6.32257897617963
CRYBA4,-0.244828018685865,0.223857003321713,-1.12035154739561,0.272227029023685,0.357801643056016,-6.32262071680111
EMP1,0.398642126620074,5.55779537602076,1.11986033478557,0.272432706361343,0.358047496568008,-6.32316096250008
ZNF789,-0.262568028168276,4.55214820366679,-1.11913613444093,0.272736143407815,0.358421789391978,-6.32395705868735
ZRSR2,-0.256054351935493,5.83288892562065,-1.11860813156011,0.272957528218328,0.358688207792027,-6.32453718353093
SGIP1,-0.384492208879162,2.1954071058558,-1.11685301703553,0.273694357044544,0.359631878489601,-6.32646375942773
SHPK,-0.241591133952531,6.3760670999299,-1.11628929882553,0.273931320226122,0.359918646210169,-6.32708196285443
PWP2,-0.756245018505586,1.77018135760913,-1.11606764674814,0.274024533845876,0.36001651494478,-6.32732496030798
APCDD1L,-0.268378095293041,0.301892672488395,-1.11594721779329,0.274075188655004,0.360033857320977,-6.3274569682576
FAM209A,-0.26837809529304,0.301892672488395,-1.11594721779329,0.274075188655006,0.360033857320977,-6.32745696825761
AOC1,-1.30538223666157,5.2389419757614,-1.11587964509511,0.274103614029604,0.360046596045308,-6.3275310322362
ORC1,-0.419326080311547,2.23142776711651,-1.11564011623053,0.274204392223382,0.360154364999284,-6.32779353814383
ERP29,-0.214054904813052,11.3348223547099,-1.11508577558345,0.274437725197588,0.360436211704032,-6.32840085717499
OR13C5,-0.259026130907738,0.336375431109085,-1.11499445326679,0.274476178296445,0.360462089469851,-6.32850088073756
RNF212B,-0.425313209145272,1.49313227996703,-1.11312777451262,0.275263031874525,0.36147075053195,-6.33054377877022
CXCL11,0.623498646714805,2.98781350099673,1.11247734194524,0.275537587357477,0.361806578577111,-6.33125487950989
MYO1A,-0.481129591459119,2.63828740015273,-1.11237826506894,0.275579426206949,0.361836802952369,-6.33136316432653
ZC2HC1C,-0.343690569638562,4.8448920598584,-1.11209058012988,0.275700937656925,0.3619716264737,-6.33167753601524
TLCD1,-0.348864361088215,5.21900679014329,-1.11173602362849,0.275850747154444,0.362143581947841,-6.33206488035589
CYP2A13,-0.600405842313959,3.40666499412463,-1.11055575628312,0.276349863414371,0.362774061054372,-6.33335348076178
ACKR1,0.584496898906116,1.75693512337855,1.10984122820545,0.276652341489922,0.363146337917776,-6.33413298547479
ITGA8,-0.656915263044373,2.90592110499882,-1.10925998288821,0.276898573122419,0.363444737371373,-6.33476674905628
MSLN,0.534860048549628,1.08664103517014,1.10875626025646,0.277112091417591,0.363700160943692,-6.33531574002856
C13orf42,-0.219047619047619,0.172413793103448,-1.10845477574187,0.277239941486804,0.363843120696554,-6.33564420922347
PDGFRL,0.494446453953603,1.91088265859935,1.10736462223146,0.277702595008226,0.364425419046631,-6.33683125670169
STK32A,-0.512626687286489,1.61035080656957,-1.10719012370948,0.2777767024342,0.364497788840181,-6.337021165711
MT1M,-0.530624312143534,9.02864934421598,-1.10666714592753,0.277998889911821,0.364741983364139,-6.33759016536571
CYB561,-0.237128145442913,7.6729461977028,-1.10666278568804,0.278000742899076,0.364741983364139,-6.33759490827187
MGAT4D,-0.247070292103245,0.185941980095819,-1.10648576564731,0.278075979258012,0.364815797818704,-6.33778744965513
PROX2,0.167568928619506,0.158102155197281,1.1050713486822,0.278677654443625,0.365430591820389,-6.33932487306731
ATP5MGL,0.167568928619506,0.158102155197281,1.10507134868219,0.278677654443627,0.365430591820389,-6.33932487306731
EXOC1L,0.167568928619506,0.158102155197281,1.10507134868219,0.278677654443627,0.365430591820389,-6.33932487306731
FAM72D,0.167568928619506,0.158102155197281,1.10507134868219,0.278677654443627,0.365430591820389,-6.33932487306731
FZD10,0.167568928619506,0.158102155197281,1.10507134868219,0.278677654443627,0.365430591820389,-6.33932487306731
KCNS1,0.167568928619506,0.158102155197281,1.10507134868219,0.278677654443627,0.365430591820389,-6.33932487306731
TEX35,0.167568928619506,0.158102155197281,1.10507134868219,0.278677654443627,0.365430591820389,-6.33932487306731
EPB42,0.35982205150554,0.525749675810108,1.1049437958149,0.278731959732804,0.365476873950563,-6.33946343033226
GJB3,-0.395845555662016,0.696762021172269,-1.10472760045039,0.278824021673614,0.365572653391205,-6.33969824416642
MYEOV,-0.534788383972485,1.30849953608497,-1.10378248825212,0.279226732709832,0.366075691240216,-6.34072425486164
B9D1,-0.311373711585161,5.20285903626655,-1.10369116883106,0.279265665890333,0.366101767933287,-6.34082334837654
ANXA8L1,-0.450127179339503,1.12315461065474,-1.10315916700036,0.27949255732644,0.366374227096741,-6.34140049084629
ALDOC,-0.352699403501026,10.2283671780821,-1.10279041555028,0.279649902297978,0.36655548998968,-6.34180038170276
SPATA25,-0.48627612833663,1.82336707589701,-1.10215450543316,0.279921392169591,0.366886335182737,-6.34248970427696
RPL9,0.272940898249516,11.1619912859361,1.1019171849856,0.280022760082072,0.366994175647817,-6.34274686494938
SPC25,0.488520255708211,1.05053467670087,1.10079529524224,0.280502314921703,0.367597614476465,-6.34396185987361
VNN3,-0.351614161294028,5.37563864188556,-1.09933025821402,0.281129434673296,0.368378202729564,-6.34554677458416
CCDC144A,0.651382625642983,0.872054411769919,1.09931427861768,0.281136280387421,0.368378202729564,-6.34556405107224
CCL8,-0.402849733841303,0.727812515187755,-1.09925102876421,0.281163378014052,0.368388600989583,-6.34563243197979
HSPA5,-0.282442792358566,12.026972706107,-1.09861198668674,0.281437262599964,0.368722323394051,-6.34632311343602
POU2AF1,-0.51269979668692,2.82982484017075,-1.09745146461473,0.281935134617062,0.369349435299013,-6.34757647424828
TENM1,-0.636260030474014,5.09974128139747,-1.09661357316244,0.282294987476502,0.369795661913038,-6.3484806409085
VTCN1,-0.491948690199852,3.17955171451022,-1.09451855396116,0.283196181971115,0.370950916290433,-6.35073860364722
RIPPLY3,-0.478487259828869,1.52893605089453,-1.09378480109929,0.283512299220852,0.371339688821425,-6.35152849021098
HOXA10,-0.303171008525604,0.346358417908912,-1.09372459827357,0.283538247142264,0.371348375319166,-6.35159327714538
POU5F1,0.45451891295755,1.2676193623397,1.09320051668085,0.283764202379898,0.371618991195745,-6.3521571266187
HMGN1,-0.229578050452984,8.55724871721821,-1.09258164974964,0.28403118946771,0.37194330205822,-6.35282263503525
PPIF,-0.342841701159218,11.0584557315741,-1.09234970787144,0.284131298361297,0.372049054011438,-6.35307196847602
TASL,-0.355276545625324,3.5802158225275,-1.092039301395,0.28426531293998,0.372186692816853,-6.35340557408688
BBOF1,-0.367971908688664,3.63909849068368,-1.09201656430979,0.284275131200139,0.372186692816853,-6.35343000707963
ZNF488,-0.317880416676968,0.603785344976791,-1.0911881123554,0.284633036008449,0.372608241315179,-6.35431993344193
IGLL5,-0.426988439580462,1.16604859627151,-1.09118155165152,0.284635871623133,0.372608241315179,-6.35432697850579
GOLT1A,-0.217109684641599,9.14644626332501,-1.09077052359431,0.284813563073229,0.372815466064059,-6.35476827431156
LRRC3B,-0.310420578261186,0.588855710243132,-1.09046459460576,0.284945870552102,0.372963259896797,-6.35509663272913
ARSD,-0.218026563928069,10.7214104589239,-1.09034277716978,0.284998566089953,0.373006837298615,-6.35522735780766
B3GNT5,0.526342444107743,2.85994413869802,1.08938891399198,0.285411426693078,0.37350441926943,-6.35625050741117
S100A10,-0.26191789245712,9.24885278961426,-1.08937465117869,0.285417603302325,0.37350441926943,-6.35626580001364
LRR1,-0.315994287412133,5.71887564702859,-1.08864380460308,0.285734229056567,0.373893312933059,-6.35704916875272
TLL2,-0.325952244776753,0.568684589528609,-1.08810372931055,0.285968367565395,0.374174223538061,-6.35762774676445
PPFIA3,0.317617681860732,4.68344238351533,1.08682985701533,0.286521170356154,0.374872022600861,-6.35899139238112
H3-3A,-0.217051390476855,5.73697788886375,-1.08659469935659,0.286623301318135,0.374980127107258,-6.35924296208397
TBL2,-0.21001662048152,8.25373849153001,-1.08597671440894,0.286891821054638,0.375290655832871,-6.35990383921874
XAF1,-0.247133144499434,8.7656142774583,-1.08595858328693,0.286899701886903,0.375290655832871,-6.35992322355191
GDF10,-0.347961567625158,1.4183072799173,-1.08453098066238,0.287520704527084,0.376063420639903,-6.36144856917742
GSDMB,0.517860289470777,5.04838640000024,1.08451058773385,0.287529582313962,0.376063420639903,-6.36147034500405
LTB,0.305581167320699,5.17496441583643,1.08442033822597,0.287568873564946,0.376089224101094,-6.36156671005844
CPA2,-0.221833154765339,0.212756034532494,-1.08398784296088,0.287757218829336,0.376309947078021,-6.36202841023742
CAPG,0.303008253940938,5.72129628543681,1.08306153173355,0.288160908968411,0.376812234724371,-6.36301670350152
C2orf74,-0.372370950072997,1.88481168359377,-1.08289570568349,0.28823321912696,0.376881156071265,-6.36319354361163
POMZP3,-0.305650589048225,3.88300545538881,-1.08211458119047,0.288574010131896,0.37730109798597,-6.36402621567527
CUZD1,-0.245470833436356,0.385169827635942,-1.08118185246502,0.288981318685596,0.377807946394463,-6.36501977416517
MCM10,0.44667704743901,1.32674342375824,1.08113458903698,0.289001968785725,0.377809251319568,-6.36507009903788
CEL,0.354423924552976,0.51082004107645,1.07994082133109,0.289523891676911,0.378465820186891,-6.36634052223526
C1orf189,0.325242765942354,0.781440624061103,1.07902826455081,0.289923318780118,0.37896218408674,-6.3673108080529
ZNF99,0.268471190572344,0.281721551773873,1.07830804885362,0.290238834219528,0.379348806028311,-6.36807605335768
RPA3,-0.29806633809638,7.85965622215765,-1.07807830902397,0.290339530985556,0.37945462156338,-6.36832005836303
HYPK,-0.519964451926581,1.85385731373392,-1.07795602717287,0.290393138192242,0.379498883947105,-6.36844991355878
SEPTIN3,-0.387079075233838,1.49494150134269,-1.07787933364207,0.290426763496202,0.379512439753121,-6.36853135008667
APOBEC2,-0.21239694730537,0.169203123986501,-1.07784232089375,0.290442992254235,0.379512439753121,-6.3685706499295
MAB21L1,-0.434753695909968,0.782211927958636,-1.07616357637569,0.291179738182173,0.380439490251559,-6.37035182447139
KRT18,0.20969748340932,11.4550375959185,1.07613555573083,0.291192046764717,0.380439490251559,-6.37038153318045
RASL11B,-0.470576707727565,2.04210966381744,-1.07401440414307,0.292124873262136,0.381632283804334,-6.37262840724904
BCL2L14,0.415093915281065,1.01804236346139,1.07303084828754,0.292558133231992,0.38217232529626,-6.37366887686916
ZNF793,-0.386436262979572,2.39406456704266,-1.072267823316,0.29289456199929,0.382585810194072,-6.37447545100816
HDDC3,-0.237061173835361,7.19242687562823,-1.0716083008075,0.293185575743549,0.382939920760224,-6.37517219040036
WWC1,-0.315596380496819,7.95620623860684,-1.07111344783378,0.293404063600075,0.383199261053766,-6.37569470917196
CD300LB,-0.432652633833499,1.67564199545765,-1.06912791447033,0.294281876770589,0.38431961693598,-6.37778901642214
TAS2R5,0.231278214429945,0.405340948350464,1.06643035473731,0.295477453969297,0.385854778736566,-6.38062863067629
DNAJC6,-0.468330655191175,1.44254003435965,-1.06605255687466,0.295645170218307,0.386047571652989,-6.3810257966438
SULT1C2,0.500131837035004,1.3454259612822,1.0649815771484,0.296120977004294,0.386642609542757,-6.38215097714904
MAP9,-0.404406401613261,3.65671511863011,-1.06438804540038,0.296384899558159,0.386960929983403,-6.38277409848605
FAM218A,-0.27511636909913,0.399481465542109,-1.06427170228968,0.296436652679807,0.387002217015434,-6.38289620422402
NTM,-0.522625742911798,1.43566335813298,-1.0641756122285,0.296479401409761,0.387031743878771,-6.38299704448941
OPRK1,-0.392535632324138,0.80082829386183,-1.06406503838413,0.296528599097511,0.387069684794246,-6.38311307417273
HUNK,-0.511735008475613,3.69960104808877,-1.06330847053657,0.296865373888612,0.38748298003996,-6.38390667420347
NBPF12,-0.51929646813412,5.35524195027405,-1.06264105316228,0.297162688671024,0.387844717562827,-6.38460632869565
CNTN2,0.363343497253054,0.907708834329103,1.0619334284915,0.297478143964989,0.388230080627718,-6.38534769084546
MGAT4C,-0.421828793438048,1.01792942787405,-1.06095761196157,0.297913545014538,0.388771918470302,-6.38636928560178
H2BC18,-0.276649360027166,0.421683403120548,-1.06039865606867,0.298163148651414,0.389071236871203,-6.38695407407605
GPR171,-0.437365427981307,2.57621928319783,-1.06017102117616,0.29826484200083,0.389177520528435,-6.38719214796958
ASAH2B,-0.397896008716395,5.3558786175337,-1.0599963930538,0.298342871731999,0.389252915442666,-6.38737475237399
LBHD1,-0.375351086117648,3.14988769309347,-1.05978596647393,0.298436916528392,0.389349193828606,-6.38759475355535
DNAH14,-0.320915489940082,4.09392544249313,-1.05951998300974,0.298555820942252,0.389463651792663,-6.38787278194833
CCL22,0.383084421203783,2.73049277245067,1.05949908361582,0.298565165155801,0.389463651792663,-6.38789462503724
ZFR2,0.224711785762363,0.33051594830073,1.05928836603467,0.298659389450145,0.389560130414481,-6.38811483522612
NTAN1,-0.289564044831053,8.71421574574764,-1.05874991059218,0.298900259872259,0.389847862689564,-6.38867736425718
BCO2,0.382071633131474,8.48710809226346,1.05778882922062,0.299330525972429,0.390079013752614,-6.38968075939745
FRRS1L,-0.223809523809524,0.241379310344828,-1.05685068232092,0.299750944897508,0.390079013752614,-6.39065940058997
KIFC1,-0.502455656606369,2.593577787448,-1.0567505285308,0.299795852115358,0.390079013752614,-6.39076383016481
SYNE4,-0.339764385483267,5.35059609276813,-1.05522857068997,0.300478854136228,0.390079013752614,-6.39234964136766
WASHC3,-0.208043349953869,7.71547007752346,-1.05459829334906,0.300762020954825,0.390079013752614,-6.39300574504048
IL7,-0.239252402488637,4.74773054794729,-1.05383769881833,0.301103985535287,0.390079013752614,-6.39379702467366
ANKS1B,-0.428617205562441,1.31892063778306,-1.05368172299885,0.301174146276243,0.390079013752614,-6.39395922808859
PAK3,-0.379067393091046,1.22048088011846,-1.05365953220265,0.30118412903062,0.390079013752614,-6.393982303091
GJA3,-0.206301488249772,0.232927155247016,-1.05316209009567,0.301407969427997,0.390079013752614,-6.39449944850333
NXPH4,-0.347525952339743,0.618096982882958,-1.05217866129123,0.301850839352796,0.390079013752614,-6.39552116760796
IQUB,-0.28464017862294,0.537412500024867,-1.0481093935131,0.303688219092138,0.390079013752614,-6.39973951613797
FCRL5,-0.443524739632246,2.28423291774333,-1.04762051163876,0.303909488409338,0.390079013752614,-6.40024529389105
DCD,-0.845573004164611,0.408207657182915,-1.04742944483794,0.303995996485801,0.390079013752614,-6.40044290483038
KRT14,-0.688975602314908,0.332608911462369,-1.04741396368617,0.304003006542213,0.390079013752614,-6.40045891476314
PIP,-0.597281698123946,0.288342888749491,-1.0473987360992,0.304009901891876,0.390079013752614,-6.40047466225721
SCGB1D2,-0.584633953064877,0.282237080789941,-1.04739605575333,0.304011115616333,0.390079013752614,-6.40047743409478
KRT77,-0.50472065646127,0.24365824794682,-1.04737419724268,0.304021013797413,0.390079013752614,-6.40050003848585
STAC2,-0.486239637289829,0.234736376622676,-1.04736754965557,0.304024024066542,0.390079013752614,-6.40050691282299
CALML5,-0.440708928674451,0.212756034532494,-1.04734745762917,0.304033122593568,0.390079013752614,-6.40052768994622
DSG3,-0.416635001011767,0.201134138419474,-1.04733407522581,0.304039182822803,0.390079013752614,-6.40054152845796
KRT6B,-0.403132584983909,0.194615730681887,-1.04732549836134,0.304043066905441,0.390079013752614,-6.40055039755931
